date,campaign_name,ad_set_name,ad_id,ad_name,spend,impressions,clicks,frequency_7d,purchases,purchase_value,new_customer_purchases,new_customer_value
2026-06-04,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-005,Static | Organ Meats Without the Taste | Organs,250.76,6688,62,1.81,3,261.71,3,261.71
2026-06-04,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-007,Video | Why Multivitamins Fail | Multi,232.73,6669,78,1.81,3,289.06,3,289.06
2026-06-04,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-008,Static | Clinician-Grade Standard | Brand,145.3,4189,32,1.87,1,88.03,1,88.03
2026-06-04,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-009,Video | Omega Freshness Test | Omega,189.07,6013,55,1.96,2,197.51,2,197.51
2026-06-04,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-201,DPA | Viewed Product 14D | Dynamic,449.6,13495,263,1.63,17,1216.49,5,408.91
2026-06-04,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-202,Static | 'Still Thinking It Over?' 10% Offer,246.32,6617,112,1.97,9,678.78,3,286.16
2026-06-04,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-203,Video | Reviews Social Proof | All Products,185.5,6318,96,1.64,6,440.61,2,175.5
2026-06-04,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-107,TEST | Video: Texture/Mixability,84.77,2266,31,2.0,1,89.19,1,89.19
2026-06-04,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-108,TEST | Static: Founder Quote,80.97,2428,22,2.04,1,95.17,1,95.17
2026-06-04,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-109,TEST | UGC: Skeptic Convert,78.4,2648,27,2.0,1,93.0,1,93.0
2026-06-04,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-110,TEST | Video: 'What's In It' Macro,83.37,2293,21,1.7,1,93.66,1,93.66
2026-06-04,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-111,TEST | Static: Subscription Math,77.85,2407,16,2.03,1,93.72,1,93.72
2026-06-05,Scaling | ASC | Core Products,ASC | Broad,AD-011,UGC | Morning Routine | Sarah K | Bio-Avail Multi,502.3,13077,165,1.79,10,857.91,9,787.42
2026-06-05,Scaling | ASC | Core Products,ASC | Broad,AD-012,Static | 'One Scoop' Benefit Stack | Multi,398.87,13145,122,1.63,7,628.54,6,558.84
2026-06-05,Scaling | ASC | Core Products,ASC | Broad,AD-014,Video | Founder Story | Chris | Bio-Avail Multi,626.68,16940,238,1.9,26,2354.8,23,2163.87
2026-06-05,Scaling | ASC | Core Products,ASC | Broad,AD-016,UGC | 'I Quit 6 Supplements' | Mark T | Multi,427.18,14646,142,2.01,8,721.34,7,650.34
2026-06-05,Scaling | ASC | Core Products,ASC | Broad,AD-019,Carousel | Ingredient Transparency | Multi,294.74,10272,97,2.02,4,375.53,4,375.53
2026-06-05,Scaling | ASC | Core Products,ASC | Broad,AD-022,Video | Podcast Clip | Energy After 40 | Multi,377.51,12426,156,1.65,10,851.61,9,785.46
2026-06-05,Scaling | ASC | Core Products,ASC | Broad,AD-025,Static | Press + Reviews Mashup | Multi,255.67,8870,78,1.63,3,276.91,3,276.91
2026-06-05,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-005,Static | Organ Meats Without the Taste | Organs,276.28,8825,76,1.75,3,280.01,3,280.01
2026-06-05,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-007,Video | Why Multivitamins Fail | Multi,340.53,9454,100,1.91,4,345.51,4,345.51
2026-06-05,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-008,Static | Clinician-Grade Standard | Brand,179.94,4976,40,2.05,1,88.91,1,88.91
2026-06-05,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-009,Video | Omega Freshness Test | Omega,221.48,6796,65,1.62,2,188.4,2,188.4
2026-06-05,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-201,DPA | Viewed Product 14D | Dynamic,395.17,13798,327,1.72,17,1213.33,5,369.36
2026-06-05,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-202,Static | 'Still Thinking It Over?' 10% Offer,291.28,9040,123,1.91,9,638.65,3,275.88
2026-06-05,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-203,Video | Reviews Social Proof | All Products,194.19,6825,119,1.71,6,449.22,2,167.65
2026-06-05,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-108,TEST | Static: Founder Quote,136.77,3562,27,1.83,1,92.2,1,92.2
2026-06-05,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-109,TEST | UGC: Skeptic Convert,111.44,2945,32,1.83,1,83.45,1,83.45
2026-06-05,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-110,TEST | Video: 'What's In It' Macro,125.03,3215,30,1.86,1,93.33,1,93.33
2026-06-05,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-111,TEST | Static: Subscription Math,124.0,3635,26,1.88,2,178.96,2,178.96
2026-06-06,Scaling | ASC | Core Products,ASC | Broad,AD-011,UGC | Morning Routine | Sarah K | Bio-Avail Multi,531.36,14699,143,1.64,9,815.52,8,744.57
2026-06-06,Scaling | ASC | Core Products,ASC | Broad,AD-012,Static | 'One Scoop' Benefit Stack | Multi,417.42,12679,110,1.78,4,337.44,4,337.44
2026-06-06,Scaling | ASC | Core Products,ASC | Broad,AD-014,Video | Founder Story | Chris | Bio-Avail Multi,789.82,21793,352,1.9,18,1598.46,16,1452.33
2026-06-06,Scaling | ASC | Core Products,ASC | Broad,AD-016,UGC | 'I Quit 6 Supplements' | Mark T | Multi,516.52,14411,152,1.77,8,654.25,7,587.19
2026-06-06,Scaling | ASC | Core Products,ASC | Broad,AD-019,Carousel | Ingredient Transparency | Multi,357.99,11006,84,1.7,4,387.12,4,387.12
2026-06-06,Scaling | ASC | Core Products,ASC | Broad,AD-022,Video | Podcast Clip | Energy After 40 | Multi,441.4,14408,126,2.07,8,795.38,7,732.32
2026-06-06,Scaling | ASC | Core Products,ASC | Broad,AD-025,Static | Press + Reviews Mashup | Multi,267.01,9362,93,1.73,3,278.11,3,278.11
2026-06-06,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-005,Static | Organ Meats Without the Taste | Organs,326.78,9140,67,1.62,3,292.3,3,292.3
2026-06-06,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-007,Video | Why Multivitamins Fail | Multi,236.9,7807,79,1.66,2,167.67,2,167.67
2026-06-06,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-008,Static | Clinician-Grade Standard | Brand,178.1,5046,40,1.84,2,189.45,2,189.45
2026-06-06,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-009,Video | Omega Freshness Test | Omega,205.46,5199,43,1.99,2,182.81,2,182.81
2026-06-06,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-201,DPA | Viewed Product 14D | Dynamic,416.03,11865,255,2.08,13,986.48,4,364.55
2026-06-06,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-202,Static | 'Still Thinking It Over?' 10% Offer,193.1,5621,95,2.02,6,454.64,2,180.83
2026-06-06,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-203,Video | Reviews Social Proof | All Products,182.96,4742,79,1.83,6,460.72,2,189.46
2026-06-06,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-108,TEST | Static: Founder Quote,147.33,4711,40,1.86,2,178.57,2,178.57
2026-06-06,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-109,TEST | UGC: Skeptic Convert,106.33,3165,37,1.75,2,189.0,2,189.0
2026-06-06,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-110,TEST | Video: 'What's In It' Macro,113.45,3000,27,2.01,1,97.32,1,97.32
2026-06-06,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-111,TEST | Static: Subscription Math,124.08,3975,32,1.72,1,93.91,1,93.91
2026-06-07,Scaling | ASC | Core Products,ASC | Broad,AD-011,UGC | Morning Routine | Sarah K | Bio-Avail Multi,529.48,17784,196,1.9,8,705.3,7,639.19
2026-06-07,Scaling | ASC | Core Products,ASC | Broad,AD-012,Static | 'One Scoop' Benefit Stack | Multi,369.37,10310,103,1.78,6,544.69,5,478.08
2026-06-07,Scaling | ASC | Core Products,ASC | Broad,AD-014,Video | Founder Story | Chris | Bio-Avail Multi,665.13,19249,268,1.9,14,1187.59,13,1119.09
2026-06-07,Scaling | ASC | Core Products,ASC | Broad,AD-016,UGC | 'I Quit 6 Supplements' | Mark T | Multi,443.24,13971,169,1.85,11,968.37,10,902.18
2026-06-07,Scaling | ASC | Core Products,ASC | Broad,AD-019,Carousel | Ingredient Transparency | Multi,274.85,8424,66,2.0,3,250.0,3,250.0
2026-06-07,Scaling | ASC | Core Products,ASC | Broad,AD-022,Video | Podcast Clip | Energy After 40 | Multi,376.54,11715,132,1.98,7,621.34,6,551.69
2026-06-07,Scaling | ASC | Core Products,ASC | Broad,AD-025,Static | Press + Reviews Mashup | Multi,280.84,7800,81,1.77,4,367.33,4,367.33
2026-06-07,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-005,Static | Organ Meats Without the Taste | Organs,284.33,7187,61,1.94,3,275.71,3,275.71
2026-06-07,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-007,Video | Why Multivitamins Fail | Multi,333.23,8809,81,2.03,3,267.74,3,267.74
2026-06-07,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-008,Static | Clinician-Grade Standard | Brand,175.88,4703,43,2.03,1,103.98,1,103.98
2026-06-07,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-009,Video | Omega Freshness Test | Omega,210.34,7328,68,1.66,2,196.17,2,196.17
2026-06-07,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-201,DPA | Viewed Product 14D | Dynamic,390.63,10135,230,1.67,17,1369.24,5,468.55
2026-06-07,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-202,Static | 'Still Thinking It Over?' 10% Offer,288.03,8883,189,1.69,9,701.39,3,292.87
2026-06-07,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-203,Video | Reviews Social Proof | All Products,197.6,6448,111,1.74,6,452.05,2,184.47
2026-06-07,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-109,TEST | UGC: Skeptic Convert,150.17,4813,57,1.65,2,190.71,2,190.71
2026-06-07,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-110,TEST | Video: 'What's In It' Macro,169.16,5944,54,1.61,2,186.91,2,186.91
2026-06-07,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-111,TEST | Static: Subscription Math,150.19,5030,38,1.8,2,210.71,2,210.71
2026-06-08,Scaling | ASC | Core Products,ASC | Broad,AD-011,UGC | Morning Routine | Sarah K | Bio-Avail Multi,468.12,11995,146,1.67,9,821.41,8,755.72
2026-06-08,Scaling | ASC | Core Products,ASC | Broad,AD-012,Static | 'One Scoop' Benefit Stack | Multi,396.48,12277,103,1.91,6,546.75,5,477.91
2026-06-08,Scaling | ASC | Core Products,ASC | Broad,AD-014,Video | Founder Story | Chris | Bio-Avail Multi,689.89,23667,341,1.9,12,1137.97,11,1075.9
2026-06-08,Scaling | ASC | Core Products,ASC | Broad,AD-016,UGC | 'I Quit 6 Supplements' | Mark T | Multi,486.58,16551,250,1.63,7,633.65,6,571.53
2026-06-08,Scaling | ASC | Core Products,ASC | Broad,AD-019,Carousel | Ingredient Transparency | Multi,313.75,10572,82,1.92,6,500.23,5,427.87
2026-06-08,Scaling | ASC | Core Products,ASC | Broad,AD-022,Video | Podcast Clip | Energy After 40 | Multi,391.27,9841,117,2.08,11,1043.27,10,977.93
2026-06-08,Scaling | ASC | Core Products,ASC | Broad,AD-025,Static | Press + Reviews Mashup | Multi,250.97,6365,59,1.73,4,364.34,4,364.34
2026-06-08,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-005,Static | Organ Meats Without the Taste | Organs,273.82,8458,70,1.63,2,177.22,2,177.22
2026-06-08,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-007,Video | Why Multivitamins Fail | Multi,299.16,10175,109,1.87,3,269.44,3,269.44
2026-06-08,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-008,Static | Clinician-Grade Standard | Brand,175.39,4442,34,1.72,1,87.66,1,87.66
2026-06-08,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-009,Video | Omega Freshness Test | Omega,216.75,6074,51,1.65,2,183.51,2,183.51
2026-06-08,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-201,DPA | Viewed Product 14D | Dynamic,308.97,8429,153,2.0,13,939.44,4,375.64
2026-06-08,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-202,Static | 'Still Thinking It Over?' 10% Offer,276.72,9866,162,1.62,6,445.88,2,193.68
2026-06-08,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-203,Video | Reviews Social Proof | All Products,213.6,5961,82,2.05,6,444.15,2,189.73
2026-06-08,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-109,TEST | UGC: Skeptic Convert,155.66,4701,44,1.81,2,199.52,2,199.52
2026-06-08,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-110,TEST | Video: 'What's In It' Macro,159.45,4644,41,1.62,2,176.72,2,176.72
2026-06-08,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-111,TEST | Static: Subscription Math,183.32,5167,35,1.73,2,183.45,2,183.45
2026-06-09,Scaling | ASC | Core Products,ASC | Broad,AD-011,UGC | Morning Routine | Sarah K | Bio-Avail Multi,505.01,13481,148,1.81,8,779.02,7,711.35
2026-06-09,Scaling | ASC | Core Products,ASC | Broad,AD-012,Static | 'One Scoop' Benefit Stack | Multi,398.03,11017,102,1.67,8,692.55,7,627.45
2026-06-09,Scaling | ASC | Core Products,ASC | Broad,AD-014,Video | Founder Story | Chris | Bio-Avail Multi,621.99,19088,267,1.94,22,2013.28,20,1872.83
2026-06-09,Scaling | ASC | Core Products,ASC | Broad,AD-016,UGC | 'I Quit 6 Supplements' | Mark T | Multi,450.47,13553,133,1.7,7,643.39,6,574.4
2026-06-09,Scaling | ASC | Core Products,ASC | Broad,AD-019,Carousel | Ingredient Transparency | Multi,285.33,8435,65,1.66,6,493.14,5,427.85
2026-06-09,Scaling | ASC | Core Products,ASC | Broad,AD-022,Video | Podcast Clip | Energy After 40 | Multi,316.95,10321,111,2.01,6,548.69,5,478.23
2026-06-09,Scaling | ASC | Core Products,ASC | Broad,AD-025,Static | Press + Reviews Mashup | Multi,273.13,7654,60,1.88,4,358.58,4,358.58
2026-06-09,Scaling | ASC | Core Products,ASC | Broad,AD-027,UGC | 3-Month Update | Dana R | Multi,358.81,9069,112,2.07,7,608.74,6,543.11
2026-06-09,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-005,Static | Organ Meats Without the Taste | Organs,281.37,7207,61,2.06,4,392.81,4,392.81
2026-06-09,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-007,Video | Why Multivitamins Fail | Multi,266.07,9286,88,1.67,3,296.78,3,296.78
2026-06-09,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-008,Static | Clinician-Grade Standard | Brand,149.09,5261,48,1.62,2,192.9,2,192.9
2026-06-09,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-009,Video | Omega Freshness Test | Omega,186.06,6095,62,1.96,2,182.07,2,182.07
2026-06-09,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-201,DPA | Viewed Product 14D | Dynamic,413.26,11899,249,2.02,13,939.41,4,331.57
2026-06-09,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-202,Static | 'Still Thinking It Over?' 10% Offer,288.04,7405,162,2.06,9,688.37,3,289.47
2026-06-09,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-203,Video | Reviews Social Proof | All Products,184.64,4664,87,1.74,6,433.19,2,176.77
2026-06-09,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-109,TEST | UGC: Skeptic Convert,102.37,2803,31,1.77,1,96.66,1,96.66
2026-06-09,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-110,TEST | Video: 'What's In It' Macro,84.49,2457,26,1.85,1,95.13,1,95.13
2026-06-09,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-111,TEST | Static: Subscription Math,88.43,3016,19,2.03,1,86.64,1,86.64
2026-06-09,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-112,TEST | UGC: Travel Routine,90.66,2727,29,1.72,1,80.76,1,80.76
2026-06-09,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-113,TEST | Video: Blood Panel Story,89.16,2782,24,1.81,2,171.12,2,171.12
2026-06-10,Scaling | ASC | Core Products,ASC | Broad,AD-011,UGC | Morning Routine | Sarah K | Bio-Avail Multi,562.64,15780,197,1.74,9,794.39,8,727.92
2026-06-10,Scaling | ASC | Core Products,ASC | Broad,AD-012,Static | 'One Scoop' Benefit Stack | Multi,388.09,12405,109,1.82,7,659.94,6,594.71
2026-06-10,Scaling | ASC | Core Products,ASC | Broad,AD-014,Video | Founder Story | Chris | Bio-Avail Multi,645.14,21833,244,1.98,22,1913.28,20,1770.12
2026-06-10,Scaling | ASC | Core Products,ASC | Broad,AD-016,UGC | 'I Quit 6 Supplements' | Mark T | Multi,420.07,10889,112,1.95,10,938.9,9,870.19
2026-06-10,Scaling | ASC | Core Products,ASC | Broad,AD-019,Carousel | Ingredient Transparency | Multi,312.8,8122,64,1.75,6,517.56,5,444.32
2026-06-10,Scaling | ASC | Core Products,ASC | Broad,AD-022,Video | Podcast Clip | Energy After 40 | Multi,382.63,12720,153,1.98,8,714.14,7,643.03
2026-06-10,Scaling | ASC | Core Products,ASC | Broad,AD-025,Static | Press + Reviews Mashup | Multi,232.6,6549,64,1.67,3,302.12,3,302.12
2026-06-10,Scaling | ASC | Core Products,ASC | Broad,AD-027,UGC | 3-Month Update | Dana R | Multi,336.9,9713,98,1.68,6,554.77,5,486.88
2026-06-10,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-005,Static | Organ Meats Without the Taste | Organs,271.22,6858,55,1.96,3,302.2,3,302.2
2026-06-10,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-007,Video | Why Multivitamins Fail | Multi,267.4,6793,65,1.82,3,289.09,3,289.09
2026-06-10,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-008,Static | Clinician-Grade Standard | Brand,164.08,5112,36,1.95,2,181.06,2,181.06
2026-06-10,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-009,Video | Omega Freshness Test | Omega,192.02,5865,64,1.66,2,182.15,2,182.15
2026-06-10,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-201,DPA | Viewed Product 14D | Dynamic,354.45,10851,225,1.9,17,1356.2,5,499.44
2026-06-10,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-202,Static | 'Still Thinking It Over?' 10% Offer,190.51,5006,95,2.06,6,441.74,2,186.61
2026-06-10,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-203,Video | Reviews Social Proof | All Products,187.37,5046,76,1.94,6,471.6,2,198.19
2026-06-10,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-109,TEST | UGC: Skeptic Convert,79.41,2164,25,1.84,1,89.46,1,89.46
2026-06-10,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-110,TEST | Video: 'What's In It' Macro,82.18,2370,24,1.73,1,84.24,1,84.24
2026-06-10,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-111,TEST | Static: Subscription Math,96.3,2765,24,2.1,1,94.57,1,94.57
2026-06-10,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-112,TEST | UGC: Travel Routine,101.71,3028,32,1.98,1,85.9,1,85.9
2026-06-10,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-113,TEST | Video: Blood Panel Story,87.75,3106,36,1.93,1,90.02,1,90.02
2026-06-11,Scaling | ASC | Core Products,ASC | Broad,AD-011,UGC | Morning Routine | Sarah K | Bio-Avail Multi,556.93,16722,160,1.61,8,656.82,7,587.52
2026-06-11,Scaling | ASC | Core Products,ASC | Broad,AD-012,Static | 'One Scoop' Benefit Stack | Multi,356.09,9241,85,1.89,6,539.86,5,474.54
2026-06-11,Scaling | ASC | Core Products,ASC | Broad,AD-014,Video | Founder Story | Chris | Bio-Avail Multi,596.35,15929,203,2.02,18,1611.29,16,1472.66
2026-06-11,Scaling | ASC | Core Products,ASC | Broad,AD-016,UGC | 'I Quit 6 Supplements' | Mark T | Multi,418.46,11684,150,1.97,8,741.06,7,670.52
2026-06-11,Scaling | ASC | Core Products,ASC | Broad,AD-019,Carousel | Ingredient Transparency | Multi,326.43,10166,103,1.71,4,368.64,4,368.64
2026-06-11,Scaling | ASC | Core Products,ASC | Broad,AD-022,Video | Podcast Clip | Energy After 40 | Multi,386.23,10594,115,2.1,10,929.87,9,854.26
2026-06-11,Scaling | ASC | Core Products,ASC | Broad,AD-025,Static | Press + Reviews Mashup | Multi,239.4,6485,59,1.85,3,285.62,3,285.62
2026-06-11,Scaling | ASC | Core Products,ASC | Broad,AD-027,UGC | 3-Month Update | Dana R | Multi,345.86,12166,146,2.02,6,547.36,5,471.93
2026-06-11,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-005,Static | Organ Meats Without the Taste | Organs,245.33,8199,71,1.64,2,187.58,2,187.58
2026-06-11,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-007,Video | Why Multivitamins Fail | Multi,358.35,11117,99,1.83,3,286.14,3,286.14
2026-06-11,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-008,Static | Clinician-Grade Standard | Brand,170.88,4827,35,1.85,2,180.04,2,180.04
2026-06-11,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-009,Video | Omega Freshness Test | Omega,196.63,5539,59,1.82,2,175.01,2,175.01
2026-06-11,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-201,DPA | Viewed Product 14D | Dynamic,323.46,10733,272,1.97,13,999.27,4,367.34
2026-06-11,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-202,Static | 'Still Thinking It Over?' 10% Offer,188.85,6082,127,1.86,6,463.29,2,173.86
2026-06-11,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-203,Video | Reviews Social Proof | All Products,171.76,5247,84,1.65,6,461.97,2,187.16
2026-06-11,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-109,TEST | UGC: Skeptic Convert,103.68,3382,42,2.03,1,97.88,1,97.88
2026-06-11,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-110,TEST | Video: 'What's In It' Macro,95.25,2391,22,1.66,1,98.98,1,98.98
2026-06-11,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-111,TEST | Static: Subscription Math,97.43,3114,24,2.0,1,92.6,1,92.6
2026-06-11,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-112,TEST | UGC: Travel Routine,92.19,3030,39,1.89,1,95.54,1,95.54
2026-06-11,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-113,TEST | Video: Blood Panel Story,86.06,2762,32,2.0,2,190.66,2,190.66
2026-06-12,Scaling | ASC | Core Products,ASC | Broad,AD-011,UGC | Morning Routine | Sarah K | Bio-Avail Multi,456.62,14238,162,1.7,6,514.81,5,447.65
2026-06-12,Scaling | ASC | Core Products,ASC | Broad,AD-012,Static | 'One Scoop' Benefit Stack | Multi,389.07,10829,122,1.76,7,604.52,6,536.75
2026-06-12,Scaling | ASC | Core Products,ASC | Broad,AD-014,Video | Founder Story | Chris | Bio-Avail Multi,641.77,16245,231,2.06,16,1355.11,14,1219.4
2026-06-12,Scaling | ASC | Core Products,ASC | Broad,AD-016,UGC | 'I Quit 6 Supplements' | Mark T | Multi,449.54,14472,173,2.02,9,895.2,8,822.81
2026-06-12,Scaling | ASC | Core Products,ASC | Broad,AD-019,Carousel | Ingredient Transparency | Multi,333.36,10467,90,1.78,6,515.69,5,447.32
2026-06-12,Scaling | ASC | Core Products,ASC | Broad,AD-022,Video | Podcast Clip | Energy After 40 | Multi,375.84,13218,148,2.05,8,701.33,7,639.58
2026-06-12,Scaling | ASC | Core Products,ASC | Broad,AD-025,Static | Press + Reviews Mashup | Multi,220.2,6831,64,1.71,3,291.1,3,291.1
2026-06-12,Scaling | ASC | Core Products,ASC | Broad,AD-027,UGC | 3-Month Update | Dana R | Multi,377.37,9748,121,1.63,8,728.68,7,656.22
2026-06-12,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-005,Static | Organ Meats Without the Taste | Organs,214.84,6973,71,1.88,2,197.45,2,197.45
2026-06-12,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-007,Video | Why Multivitamins Fail | Multi,223.01,6486,56,1.68,3,285.54,3,285.54
2026-06-12,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-008,Static | Clinician-Grade Standard | Brand,141.6,3986,35,1.92,1,87.7,1,87.7
2026-06-12,Prospecting | Interest Stacks,Stack | Health & Wellness,AD-009,Video | Omega Freshness Test | Omega,156.8,4817,44,1.8,2,189.87,2,189.87
2026-06-12,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-201,DPA | Viewed Product 14D | Dynamic,373.27,10684,234,1.98,13,1022.32,4,391.96
2026-06-12,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-202,Static | 'Still Thinking It Over?' 10% Offer,276.91,9827,156,2.09,9,733.33,3,293.83
2026-06-12,Remarketing | DPA | Engagers 30D,Engagers + Visitors 30D,AD-203,Video | Reviews Social Proof | All Products,172.53,6139,107,1.63,3,224.28,1,84.91
2026-06-12,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-109,TEST | UGC: Skeptic Convert,96.57,3090,35,1.61,1,95.97,1,95.97
2026-06-12,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-111,TEST | Static: Subscription Math,95.04,2883,27,2.04,1,97.76,1,97.76
2026-06-12,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-112,TEST | UGC: Travel Routine,95.97,2687,28,1.76,1,96.15,1,96.15
2026-06-12,Testing | ABO | Weekly Concepts,Testing | Broad 18-65,AD-113,TEST | Video: Blood Panel Story,105.36,3137,25,1.89,2,183.47,2,183.47
2026-06-13,Scaling | ASC | Core Products,ASC | Broad,AD-011,UGC | Morning Routine | Sarah K | Bio-Avail Multi,386.84,11877,137,1.96,8,731.32,7,663.04
2026-06-13,Scaling | ASC | Core Products,ASC | Broad,AD-012,Static | 'One Scoop' Benefit Stack | Multi,377.01,10292,96,1.83,4,395.06,4,395.06
2026-06-13,Scaling | ASC | Core Products,ASC | Broad,AD-014,Video | Founder Story | Chris | Bio-Avail Multi,580.42,16743,208,2.1,13,1117.75,11,979.43
2026-06-13,Scaling | ASC | Core Products,ASC | Broad,AD-016,UGC | 'I Quit 6 Supplements' | Mark T | Multi,413.23,12183,135,1.93,7,611.87,6,543.19
2026-06-13,Scaling | ASC | Core Products,ASC | Broad,AD-019,Carousel | Ingredient Transparency | Multi,300.97,8035,66,1.81,3,261.96,3,261.96
2026-06-13,Scaling | ASC | Core Products,ASC | Broad,AD-022,Video | Podcast Clip | Energy After 40 | Multi,378.58,10631,115,1.7,6,545.65,5,479.24
